Ticket ID,Agent,Route,Refund Amount (INR),Request Date,Last Updated,Status,Handled By,Channel,Notes
RF-1189,BlueJet Tours,AMD-BOM,9300,03-04-2026,11-04-2026,Closed,Faizan K.,WhatsApp,customer notified
RF-1568, Wander Agency,BOM-BKK,29300,29-06-2026,30/06/26,Not Eligible,Sneha R.,WhatsApp,past cancellation window
RF-1748,Himalaya Holidays,BLR-MAA,3500,16-06-2026,25-06-2026,Closed,Aditi M.,Portal,closed - agent informed
RF-1370,GoFly Holidays,DEL-BOM,5700,31-03-2026,06-04-2026,Closed,Rakesh N.,Portal,refund given
RF-1367,BlueJet Tours,BLR-DXB,23200,05/02/26,16-02-2026,Closed,Rakesh N.,Email,customer notified
RF-1501,Peak Journeys,CCU-BOM,11500,29-04-2026,06-05-2026,Closed,Aditi M.,Portal,customer notified
RF-1457,GoFly Holidays,BLR-MAA,11000,04-06-2026,13-06-2026,Closed,Faizan K.,Email,"refund processed, informed agent"
RF-1678,Kaveri Tours,HYD-BKK,27700,06-02-2026,11-02-2026,Closed,Priya S.,WhatsApp,customer notified
RF-1719,BlueJet Tours,PNQ-DEL,7600,13-02-2026,18-02-2026,Closed,Faizan K.,Portal,closed - agent informed
RF-1264,Global Wings,BOM-BKK,24200,10/04/26,18-04-2026,Closed,Rakesh N.,Email,"refund processed, informed agent"
RF-1241,GoFly Holidays,CCU-BOM,14400,13-02-2026,14-02-2026,Closed,Sneha R.,Phone,"refund processed, informed agent"
RF-1395,Wander Agency,COK-DXB,24100,23/04/26,30-04-2026,Closed,Priya S.,Portal,customer notified
RF-1854,DeccanFly,COK-DXB,20600,23-06-2026,24-06-2026,Closed,Priya S.,Portal,refund given
RF-1361,Orbit Travels,DEL-BOM,8600,13-06-2026,18-06-2026,Closed,Sneha R.,Email,amount credited as per process
RF-1682,Voyage Desk,COK-DXB,15700,25-03-2026,28-03-2026,Closed,Priya S.,Phone,customer notified
RF-1834,Wander Agency,HYD-BKK,13300,09-04-2026,16-04-2026,Closed,Rakesh N.,Portal,done
rf-1213,Wander Agency,DEL-BOM,12100,05-05-2026,14-05-2026,Closed,Faizan K.,WhatsApp,done
RF-1644,Wander Agency,BOM-DXB,16600,11-05-2026,16-05-2026,Closed,Rakesh N.,Email,refund given
RF-1322,BlueJet Tours,PNQ-DEL,11800,03-04-2026,13-04-2026,Closed  ,Faizan K.,Portal,customer notified
RF-1118,Lotus Travel Co,BOM-DXB,14600,04-05-2026,05-05-2026,Closed,Rakesh N.,Phone,customer notified
RF-1590,Wander Agency,BLR-MAA,9300,21-02-2026,25-02-2026,Closed,Sneha R.,Portal,customer notified
RF-1634,Sunrise Trips,DEL-KTM,12400,30-04-2026,07-05-2026,Closed,Rakesh N.,Portal,done
RF-1450,Voyage Desk,BLR-MAA,7000,24-02-2026,01-03-2026,Closed,Aditi M.,,amount credited as per process
RF-1654,Wander Agency,BOM-BKK,17200,29-05-2026,31-05-2026,Closed,Rakesh N.,Portal,customer notified
RF-1806,TripHub,BLR-MAA,6700,17/04/26,23-04-2026,Closed,Aditi M.,Portal,refund given
RF-1300,Kaveri Tours,COK-DXB,12500,08-02-2026,14-02-2026,Closed,Rakesh N.,Email,done
RF-1623,BlueJet Tours,DEL-SIN,32000,11-04-2026,15-04-2026,Closed,Faizan K.,Email,closed - agent informed
RF-1491,Nomad Travel,GOI-BOM,5200,16-04-2026,23-04-2026,Closed,Faizan K.,Portal,done
RF-1087,Nomad Travel,BOM-DXB,27500,12-04-2026,19-04-2026,Closed,Priya S.,Email,"refund processed, informed agent"
RF-1671,Peak Journeys,BLR-DXB,23600,26-02-2026,07-03-2026,Not Eligible,Faizan K.,Portal,past cancellation window
RF-1245,Sunrise Trips,HYD-BKK,15700,25-02-2026,04-03-2026,Closed,Faizan K.,Portal,closed - agent informed
RF-1372,BlueJet Tours,DEL-CCU,10100,20-02-2026,27-02-2026,Closed,Priya S.,Email,refund given
RF-1102,BlueJet Tours,BOM-BKK,25400,13-03-2026,18-03-2026,Closed,Faizan K.,Portal,closed - agent informed
RF-1157,Skyline Travels,GOI-BOM,9100,07/05/26,13-05-2026,Closed,Vikram T.,Email,amount credited as per process
RF-1575,Voyage Desk,DEL-KTM,12600,28/02/26,07-03-2026,Closed,Rakesh N.,Portal,done
RF-1329,SafarNama Travel,BOM-DXB,10600,22-04-2026,27-04-2026,Closed,Vikram T.,WhatsApp,amount credited as per process
RF-1220 ,Yatri Junction,DEL-DXB,16200,17-03-2026,21-03-2026,Closed,Faizan K.,Phone,amount credited as per process
RF-1607,GOFLY HOLIDAYS,DEL-BOM,11700,03/03/26,11-03-2026,Closed,Vikram T.,Email,closed - agent informed
RF-1828,Voyage Desk,DEL-BOM,12500,15-02-2026,24-02-2026,Closed,Aditi M.,Portal,closed - agent informed
RF-1051,Sunrise Trips,BLR-DXB,24800,25-05-2026,17-06-2026,Closed,Priya S.,Phone,amount credited as per process
RF-1041,GoFly Holidays,PNQ-DEL,6500,08-06-2026,20-06-2026,Closed,Aditi M.,Portal,"refund processed, informed agent"
RF-1612,global wings,DEL-CCU,6800,23-06-2026,27-06-2026,Working,Aditi M.,Phone,under review
RF-1503,BlueJet Tours,HYD-DEL,9200,16-02-2026,25-02-2026,Closed,Vikram T.,Portal,amount credited as per process
RF-1150,Orbit Travels,MAA-CMB,7900,26-06-2026,30-06-2026,Closed,Sneha R.,Portal,"refund processed, informed agent"
RF-1010,BlueJet Tours,DEL-BOM,10000,26-06-2026,30-06-2026,Closed,Aditi M.,WhatsApp,refund given
RF-1564,TripHub,COK-DXB,19700,06-06-2026,06-06-2026,Closed,Aditi M.,WhatsApp,done
RF-1172,Sunrise Trips,DEL-DXB,25500,25-04-2026,01-05-2026,Closed,,Phone,closed - agent informed
RF-1794,Sunrise Trips,DEL-KTM,8700,15-06-2026,18-06-2026,Closed,Vikram T.,Portal,customer notified
RF-1565,Peak Journeys,MAA-CMB,12900,27-02-2026,08-03-2026,Closed,Vikram T.,Portal,closed - agent informed
RF-1287,Metro Yatra,CCU-BOM,11100,27-04-2026,06-05-2026,Closed,Vikram T.,Portal,refund given
RF-1289,DeccanFly,MAA-CMB,15400,17-02-2026,27-02-2026,Closed,Priya S.,Portal,amount credited as per process
RF-1636,TripHub,MAA-CMB,15100,23-04-2026,30-04-2026,Closed,Vikram T.,Portal,"refund processed, informed agent"
RF-1293,Nomad Travel,PNQ-DEL,8000,19-02-2026,24-02-2026,Closed,Faizan K.,Email,closed - agent informed
RF-1420,TripHub,DEL-BOM,13000,22-04-2026,29-04-2026,Closed,Vikram T.,Portal,checking with finance
RF-1783,Metro Yatra,DEL-CCU,5200,24-06-2026,30-06-2026,Not Eligible,Aditi M.,Email,non-refundable fare
RF-1453 ,GoFly Holidays,DEL-KUL,20500,26/04/26,04-05-2026,Closed,Priya S.,Portal,closed - agent informed
RF-1599,Skyline Travels,PNQ-DEL,11400,03-06-2026,09-06-2026,Closed,Rakesh N.,Portal,refund given
RF-1428,Kaveri Tours,BLR-DXB,17800,02-02-2026,14-02-2026,Closed,Faizan K.,Phone,done
RF-1859,Himalaya Holidays,BLR-DXB,28600,06-04-2026,17-04-2026,Closed,Aditi M.,Email,amount credited as per process
RF-1380,TripHub,CCU-BOM,11700,23-04-2026,01-05-2026,Closed,Rakesh N.,Phone,"refund processed, informed agent"
RF-1852,Metro Yatra,CCU-BOM,13000,23-03-2026,28-03-2026,Closed,Faizan K.,Portal,closed - agent informed
